CODIGO_ENTIDAD|NOMBRE|PERIODO_LICENCIAMIENTO|DEPARTAMENTO_LOCAL|DENOMINACION_PROGRAMA|TIPO_GESTION|ESTADO_LICENCIAMIENTO|CODIGO_FILIAL|NOMBRE_FILIAL|DEPARTAMENTO_FILIAL|PROVINCIA_FILIAL|CODIGO_LOCAL|PROVINCIA_LOCAL|DISTRITO_LOCAL|LATITUD_UBICACION|LONGITUD_UBICACION|TIPO_AUTORIZACION_LOCAL|TIPO_NIVEL_ACADEMICO|NIVEL_ACADEMICO|CODIGO_CLASE_PROGRAMA_N2|NOMBRE_CLASE_PROGRAMA_N2|TIPO_AUTORIZACION_PROGRAMA|TIPO_AUTORIZACION_PROGRAMA_LOCAL
19|UNIVERSIDAD DE SAN MARTÍN DE PORRES|6|LIMA|MEDICINA DE ENFERMEDADES INFECCIOSAS Y TROPICALES|PRIVADO|LICENCIA OTORGADA|S|USMP-LIMA|LIMA|LIMA|SL01|LIMA|SANTA ANITA|-12.045948|-76.9681914|AUTORIZADO POR LIC.|POSGRADO|SEGUNDA ESPECIALIDAD|2|SERVICIOS DE HIGIENE Y SALUD OCUPACIONAL|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
46|UNIVERSIDAD PRIVADA ANTENOR ORREGO|6|LA LIBERTAD|INGENIERÍA INDUSTRIAL|PRIVADO|LICENCIA OTORGADA|S|UPAO-LA LIBERTAD|LA LIBERTAD|TRUJILLO|SL01|TRUJILLO|TRUJILLO|-8.1270487|-79.0314756|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|72|INDUSTRIA Y PRODUCCIÓN|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
39|UNIVERSIDAD ANDINA DEL CUSCO|6|CUSCO|FINANZAS|PRIVADO|LICENCIA OTORGADA|S|UAC-CUSCO|CUSCO|CUSCO|SL01|CUSCO|SAN JERÓNIMO|-13.5375735|-71.9038466|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|41|ADMINISTRACIÓN Y COMERCIO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
25|UNIVERSIDAD NACIONAL DE EDUCACIÓN ENRIQUE GUZMÁN Y VALLE|6|LIMA|TURISMO Y HOTELERÍA|PÚBLICO|LICENCIA OTORGADA|S|UNEEGV-LIMA|LIMA|LIMA|SL03|LIMA|RÍMAC|-12.0305608|-77.0239639|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|1|SERVICIOS PERSONALES|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
19|UNIVERSIDAD DE SAN MARTÍN DE PORRES|6|LIMA|PSICOLOGÍA CLÍNICA DE NIÑOS|PRIVADO|LICENCIA OTORGADA|S|USMP-LIMA|LIMA|LIMA|SL06|LIMA|SURQUILLO|-12.1052364|-77.0177466|AUTORIZADO POR LIC.|POSGRADO|MAESTRÍA|31|CIENCIAS SOCIALES Y DEL COMPORTAMIENTO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
12|UNIVERSIDAD NACIONAL DEL ALTIPLANO|6|PUNO|MAESTRÍA EN ECOLOGÍA MENCIÓN EN EVALUACIÓN DEL IMPACTO AMBIENTAL|PÚBLICO|LICENCIA OTORGADA|S|UNA-PUNO|PUNO|PUNO|SL01|PUNO|PUNO|-15.8243805|-70.0162544|AUTORIZADO POR LIC.|POSGRADO|MAESTRÍA|52|MEDIO AMBIENTE|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
71|UNIVERSIDAD CATÓLICA SEDES SAPIENTIAE|6|LIMA|TURISMO Y PATRIMONIO CULTURAL|PRIVADO|LICENCIA OTORGADA|S|UCSS-LIMA|LIMA|LIMA|SL03|LIMA|LOS OLIVOS|-11.9958958|-77.0669509|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|1|SERVICIOS PERSONALES|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
2|UNIVERSIDAD NACIONAL DE SAN CRISTÓBAL DE HUAMANGA|6|AYACUCHO|EDUCACIÓN INICIAL|PÚBLICO|LICENCIA OTORGADA|S|UNSCH-AYACUCHO|AYACUCHO|HUAMANGA|SL01|HUAMANGA|AYACUCHO|-13.1612654|-74.2257339|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|11|EDUCACIÓN INICIAL Y PRIMARIA|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
8|PONTIFICIA UNIVERSIDAD CATÓLICA DEL PERÚ|10|LIMA|DERECHO DE LA EMPRESA: BANCA Y FINANZAS|PRIVADO|LICENCIA OTORGADA|S|PUCP-LIMA|LIMA|LIMA|SL01|LIMA|SAN MIGUEL|-12.0693438|-77.080122|AUTORIZADO POR LIC.|POSGRADO|MAESTRÍA|42|DERECHO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
13|UNIVERSIDAD NACIONAL DE PIURA|6|PIURA|INGENIERÍA DE PETRÓLEO|PÚBLICO|LICENCIA OTORGADA|S|UNP-PIURA|PIURA|PIURA|SL01|PIURA|CASTILLA|-5.179311|-80.6188325|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|72|INDUSTRIA Y PRODUCCIÓN|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
10|UNIVERSIDAD NACIONAL DEL CENTRO DEL PERÚ|6|JUNÍN|ZOOTECNIA TROPICAL|PÚBLICO|LICENCIA OTORGADA|F03|UNCP-JUNÍN|JUNÍN|SATIPO|F03L01|SATIPO|RÍO NEGRO|-11.21401817|-74.65583323|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|81|AGRICULTURA|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
4|UNIVERSIDAD NACIONAL DE TRUJILLO|8|LA LIBERTAD|MAESTRÍA EN EDUCACIÓN, MENCIÓN: GESTIÓN EDUCATIVA Y DESARROLLO REGIONAL|PÚBLICO|LICENCIA OTORGADA|F01|UNT-LA LIBERTAD|LA LIBERTAD|PACASMAYO|F01L01|PACASMAYO|GUADALUPE|-7.2452522|-79.4760133|AUTORIZADO POR LIC.|POSGRADO|MAESTRÍA|19|OTROS PROGRAMAS EN EDUCACIÓN|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
29|UNIVERSIDAD DE PIURA|8|LIMA|DOCTORADO EN GOBIERNO DE ORGANIZACIONES|PRIVADO|LICENCIA OTORGADA|F01|UDEP-LIMA|LIMA|LIMA|F01L02|LIMA|SANTIAGO DE SURCO|-12.1045956|-76.9661382|AUTORIZADO POR LIC.|POSGRADO|DOCTORADO|41|ADMINISTRACIÓN Y COMERCIO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
5|UNIVERSIDAD NACIONAL DE SAN AGUSTÍN DE AREQUIPA|10|AREQUIPA|FÍSICA|PÚBLICO|LICENCIA OTORGADA|S|UNSA-AREQUIPA|AREQUIPA|AREQUIPA|SL01|AREQUIPA|AREQUIPA|-16.4027681|-71.5255001|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|53|CIENCIAS FÍSICAS Y QUÍMICAS|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
14|UNIVERSIDAD PERUANA CAYETANO HEREDIA|10|LIMA|PEDIATRÍA|PRIVADO|LICENCIA OTORGADA|S|UPCH-LIMA|LIMA|LIMA|SL01|LIMA|SAN MARTÍN DE PORRES|-12.0239471|-77.0564991|AUTORIZADO POR LIC.|POSGRADO|SEGUNDA ESPECIALIDAD|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
074A|ASOCIACIÓN CIVIL UNIVERSIDAD CATÓLICA DE TRUJILLO BENEDICTO XVI|6|LA LIBERTAD|MAESTRÍA EN SEGURIDAD E HIGIENE INDUSTRIAL Y SALUD OCUPACIONAL|PRIVADO|LICENCIA OTORGADA|S|UCT-LA LIBERTAD|LA LIBERTAD|TRUJILLO|SL03|TRUJILLO|TRUJILLO|-8.1016825|-79.041817|AUTORIZADO POR LIC.|POSGRADO|MAESTRÍA|2|SERVICIOS DE HIGIENE Y SALUD OCUPACIONAL|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
1|UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS|10|LIMA|EDUCACIÓN CON MENCIÓN EN DESARROLLO DEL HABLA, AUDICIÓN Y LENGUAJE|PÚBLICO|LICENCIA OTORGADA|S|UNMSM-LIMA|LIMA|LIMA|SL01|LIMA|LIMA|-12.0560257|-77.0844226|AUTORIZADO POR LIC.|POSGRADO|SEGUNDA ESPECIALIDAD|14|EDUCACIÓN ESPECIAL|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
55|UNIVERSIDAD PRIVADA DEL NORTE S.A.C.|6|LA LIBERTAD|GASTRONOMÍA Y GESTIÓN DE RESTAURANTES|PRIVADO|LICENCIA OTORGADA|S|UPN-LA LIBERTAD|LA LIBERTAD|TRUJILLO|SL03|TRUJILLO|TRUJILLO|-8.0950664|-79.0498645|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|1|SERVICIOS PERSONALES|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
14|UNIVERSIDAD PERUANA CAYETANO HEREDIA|10|LIMA|PROGRAMA DE SEGUNDA ESPECIALIDAD PROFESIONAL EN ODONTOLOGÍA RESTAURADORA Y ESTÉTICA|PRIVADO|LICENCIA OTORGADA|S|UPCH-LIMA|LIMA|LIMA|SL04|LIMA|MIRAFLORES|-12.13402606|-77.02627908|AUTORIZADO POR LIC.|POSGRADO|SEGUNDA ESPECIALIDAD|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
10|UNIVERSIDAD NACIONAL DEL CENTRO DEL PERÚ|6|JUNÍN|MAESTRÍA EN ADMINISTRACIÓN MENCIÓN GESTIÓN DE PROYECTOS PÚBLICOS Y PRIVADOS|PÚBLICO|LICENCIA OTORGADA|S|UNCP-JUNÍN|JUNÍN|HUANCAYO|SL01|HUANCAYO|EL TAMBO|-12.0330464|-75.237332|AUTORIZADO POR LIC.|POSGRADO|MAESTRÍA|0|NINGUNO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
30|UNIVERSIDAD RICARDO PALMA|6|LIMA|MARKETING GLOBAL Y ADMINISTRACIÓN COMERCIAL|PRIVADO|LICENCIA OTORGADA|S01|URP-LIMA|LIMA|LIMA|S01L01|LIMA|SANTIAGO DE SURCO|-12.1318458|-76.9796463|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|41|ADMINISTRACIÓN Y COMERCIO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
14|UNIVERSIDAD PERUANA CAYETANO HEREDIA|10|LIMA|PSICOPEDAGOGÍA COGNITIVA Y DESARROLLO PSICOLÓGICO|PRIVADO|LICENCIA OTORGADA|S|UPCH-LIMA|LIMA|LIMA|SL03|LIMA|SAN ISIDRO|-12.091066|-77.052041|AUTORIZADO POR LIC.|POSGRADO|SEGUNDA ESPECIALIDAD|0|NINGUNO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
11|UNIVERSIDAD NACIONAL DE LA AMAZONÍA PERUANA|8|LORETO|EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN CIENCIAS SOCIALES|PÚBLICO|LICENCIA OTORGADA|F05|UNAP-LORETO|LORETO|MARISCAL RAMÓN CASTILLA|F05L01|MARISCAL RAMÓN CASTILLA|RAMÓN CASTILLA|-3.9091249|-70.517187|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|12|EDUCACIÓN SECUNDARIA|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
42|UNIVERSIDAD NACIONAL DEL SANTA|6|ÁNCASH|SEGUNDA ESPECIALIDAD PROFESIONAL EN EDUCACIÓN, MENCIÓN: PSICOPEDAGOGÍA|PÚBLICO|LICENCIA OTORGADA|S|UNS-ÁNCASH|ÁNCASH|SANTA|SL01|SANTA|NUEVO CHIMBOTE|-9.1195533|-78.5133704|DECLARADO|POSGRADO|SEGUNDA ESPECIALIDAD|0|NINGUNO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
10|UNIVERSIDAD NACIONAL DEL CENTRO DEL PERÚ|6|JUNÍN|MAESTRÍA EN SALUD PÚBLICA|PÚBLICO|LICENCIA OTORGADA|S|UNCP-JUNÍN|JUNÍN|HUANCAYO|SL01|HUANCAYO|EL TAMBO|-12.0330464|-75.237332|AUTORIZADO POR LIC.|POSGRADO|MAESTRÍA|2|SERVICIOS DE HIGIENE Y SALUD OCUPACIONAL|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
65|UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.|6|LIMA|DISEÑO DIGITAL PUBLICITARIO|PRIVADO|LICENCIA OTORGADA|S|UTP-LIMA|LIMA|LIMA|SL12|LIMA|LIMA|-12.0663729|-77.035344|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|21|ARTE|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
68|UNIVERSIDAD CIENTÍFICA DEL SUR S.A.C.|6|LIMA|SEGUNDA ESPECIALIDAD EN MEDICINA INTERNA|PRIVADO|LICENCIA OTORGADA|S|UCS-LIMA|LIMA|LIMA|SL04|LIMA|MIRAFLORES|-12.1194134|-77.0261271|AUTORIZADO POR LIC.|POSGRADO|SEGUNDA ESPECIALIDAD|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
96|UNIVERSIDAD AUTÓNOMA DEL PERÚ S.A.C.|6|LIMA|CIENCIAS DE LA COMUNICACIÓN|PRIVADO|LICENCIA OTORGADA|S|UA-LIMA|LIMA|LIMA|SL01|LIMA|VILLA EL SALVADOR|-16.4495719|-71.600257|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|32|PERIODISMO E INFORMACIÓN|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
46|UNIVERSIDAD PRIVADA ANTENOR ORREGO|6|LA LIBERTAD|RADIOLOGÍA|PRIVADO|LICENCIA OTORGADA|S|UPAO-LA LIBERTAD|LA LIBERTAD|TRUJILLO|SL01|TRUJILLO|TRUJILLO|-8.1270487|-79.0314756|AUTORIZADO POR LIC.|POSGRADO|SEGUNDA ESPECIALIDAD|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
067A|UNIVERSIDAD CONTINENTAL S.A.C.|6|LIMA|PSICOLOGÍA|PRIVADO|LICENCIA OTORGADA|F03|UCONTINENTAL-LIMA|LIMA|LIMA|F03L02|LIMA|LOS OLIVOS|-11.9743503|-77.065808|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|31|CIENCIAS SOCIALES Y DEL COMPORTAMIENTO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
052A|UNIVERSIDAD CÉSAR VALLEJO S.A.C.|6|LIMA|DOCTORADO EN ADMINISTRACIÓN|PRIVADO|LICENCIA OTORGADA|F05|UPCV-LIMA|LIMA|LIMA|F05L02|LIMA|SAN JUAN DE LURIGANCHO|-11.9814929|-77.0001665|AUTORIZADO POR LIC.|POSGRADO|DOCTORADO|41|ADMINISTRACIÓN Y COMERCIO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
39|UNIVERSIDAD ANDINA DEL CUSCO|6|CUSCO|INGENIERÍA AMBIENTAL|PRIVADO|LICENCIA OTORGADA|S|UAC-CUSCO|CUSCO|CUSCO|SL01|CUSCO|SAN JERÓNIMO|-13.5375735|-71.9038466|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|52|MEDIO AMBIENTE|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
38|UNIVERSIDAD PERUANA UNIÓN|6|LIMA|MAESTRÍA EN INGENIERÍA AMBIENTAL|PRIVADO|LICENCIA OTORGADA|S|UPeU-LIMA|LIMA|LIMA|SL01|LIMA|LURIGANCHO|-11.989087|-76.839662|AUTORIZADO POR LIC.|POSGRADO|MAESTRÍA|52|MEDIO AMBIENTE|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
76|UNIVERSIDAD NACIONAL TORIBIO RODRÍGUEZ DE MENDOZA DE AMAZONAS|6|AMAZONAS|GESTIÓN PARA EL DESARROLLO SUSTENTABLE|PÚBLICO|LICENCIA OTORGADA|S|UNTRMA-AMAZONAS|AMAZONAS|CHACHAPOYAS|SL01|CHACHAPOYAS|CHACHAPOYAS|-6.2335409|-77.8531651|AUTORIZADO POR LIC.|POSGRADO|MAESTRÍA|52|MEDIO AMBIENTE|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
15|UNIVERSIDAD CATÓLICA DE SANTA MARÍA|6|AREQUIPA|DERECHO LABORAL Y GESTIÓN LEGAL DE RECURSOS HUMANOS|PRIVADO|LICENCIA OTORGADA|S|UCSM-AREQUIPA|AREQUIPA|AREQUIPA|SL01|AREQUIPA|AREQUIPA|-16.4061786|-71.5476298|AUTORIZADO POR LIC.|POSGRADO|SEGUNDA ESPECIALIDAD|42|DERECHO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
5|UNIVERSIDAD NACIONAL DE SAN AGUSTÍN DE AREQUIPA|10|AREQUIPA|CIENCIAS DE LA COMUNICACIÓN CON ESPECIALIDAD EN RELACIONES PÚBLICAS|PÚBLICO|LICENCIA OTORGADA|S|UNSA-AREQUIPA|AREQUIPA|AREQUIPA|SL02|AREQUIPA|AREQUIPA|-16.4086078|-71.5285764|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|32|PERIODISMO E INFORMACIÓN|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
26|UNIVERSIDAD NACIONAL DANIEL ALCIDES CARRIÓN|6|PASCO|INGENIERÍA DE SISTEMAS Y COMPUTACIÓN|PÚBLICO|LICENCIA OTORGADA|S|UNDAC-PASCO|PASCO|PASCO|SL01|PASCO|YANACANCHA|-10.6683864|-76.2527205|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|61|INFORMÁTICA|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
052A|UNIVERSIDAD CÉSAR VALLEJO S.A.C.|6|PIURA|MAESTRÍA EN OBSTETRICIA|PRIVADO|LICENCIA OTORGADA|F01|UPCV-PIURA|PIURA|PIURA|F01L01|PIURA|VEINTISEIS DE OCTUBRE|-5.168798939|-80.65734342|AUTORIZADO POR LIC.|POSGRADO|MAESTRÍA|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
43|UNIVERSIDAD PRIVADA DE TACNA|6|TACNA|EDUCACIÓN FÍSICA Y DEPORTES|PRIVADO|LICENCIA OTORGADA|S|UPT-TACNA|TACNA|TACNA|SL01|TACNA|POCOLLAY|-18.0058389|-70.2254838|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|15|EDUCACIÓN FÍSICA|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
23|UNIVERSIDAD NACIONAL HERMILIO VALDIZÁN DE HUÁNUCO|6|HUÁNUCO|DERECHO Y CIENCIAS POLÍTICAS|PÚBLICO|LICENCIA OTORGADA|S|UNHV-HUÁNUCO|HUÁNUCO|HUÁNUCO|SL01|HUÁNUCO|PILLCO MARCA|-9.9496157|-76.2501276|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|42|DERECHO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
14|UNIVERSIDAD PERUANA CAYETANO HEREDIA|10|LIMA|ORIENTACIÓN Y TERAPIA SEXUAL|PRIVADO|LICENCIA OTORGADA|S|UPCH-LIMA|LIMA|LIMA|SL04|LIMA|MIRAFLORES|-12.13402606|-77.02627908|AUTORIZADO POR LIC.|POSGRADO|SEGUNDA ESPECIALIDAD|0|NINGUNO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
25|UNIVERSIDAD NACIONAL DE EDUCACIÓN ENRIQUE GUZMÁN Y VALLE|6|LIMA|SEGUNDA ESPECIALIDAD PROFESIONAL: EDUCACIÓN INICIAL|PÚBLICO|LICENCIA OTORGADA|S|UNEEGV-LIMA|LIMA|LIMA|SL01|LIMA|LURIGANCHO|-11.9475748|-76.7011822|AUTORIZADO POR LIC.|POSGRADO|SEGUNDA ESPECIALIDAD|11|EDUCACIÓN INICIAL Y PRIMARIA|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
15|UNIVERSIDAD CATÓLICA DE SANTA MARÍA|6|AREQUIPA|NEONATOLOGÍA|PRIVADO|LICENCIA OTORGADA|S|UCSM-AREQUIPA|AREQUIPA|AREQUIPA|SL01|AREQUIPA|AREQUIPA|-16.4061786|-71.5476298|AUTORIZADO POR LIC.|POSGRADO|SEGUNDA ESPECIALIDAD|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
064A|UNIVERSIDAD PRIVADA SAN JUAN BAUTISTA S.A.C.|6|LIMA|SEGUNDA ESPECIALIZACIÓN EN CARDIOLOGÍA|PRIVADO|LICENCIA OTORGADA|S|UPSJB-LIMA|LIMA|LIMA|SL01|LIMA|CHORRILLOS|-12.196162|-77.006245|AUTORIZADO POR LIC.|POSGRADO|SEGUNDA ESPECIALIDAD|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
65|UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.|6|LIMA|INGENIERÍA MECÁNICA|PRIVADO|LICENCIA OTORGADA|S|UTP-LIMA|LIMA|LIMA|SL15|LIMA|SAN JUAN DE LURIGANCHO|-11.9853984|-77.0042599|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|71|INGENIERÍA Y PROFESIONES AFINES|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
17|UNIVERSIDAD DEL PACÍFICO|8|LIMA|INGENIERÍA EMPRESARIAL|PRIVADO|LICENCIA OTORGADA|S|UP-LIMA|LIMA|LIMA|SL01|LIMA|JESÚS MARÍA|-12.083788|-77.0482368|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|41|ADMINISTRACIÓN Y COMERCIO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
61|UNIVERSIDAD PRIVADA NORBERT WIENER S.A.|6|LIMA|TECNOLOGÍA MÉDICA EN TERAPIA FÍSICA Y REHABILITACIÓN|PRIVADO|LICENCIA OTORGADA|S|UPNW-LIMA|LIMA|LIMA|SL01|LIMA|LIMA|-12.0697607|-77.0374712|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|0|NINGUNO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
101|UNIVERSIDAD NACIONAL DE JAÉN|6|CAJAMARCA|INGENIERÍA FORESTAL Y AMBIENTAL|PÚBLICO|LICENCIA OTORGADA|S|UNJ-CAJAMARCA|CAJAMARCA|JAÉN|SL01|JAÉN|JAÉN|-5.6983568|-78.8096319|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|82|SILVICULTURA|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
29|UNIVERSIDAD DE PIURA|8|PIURA|MAESTRÍA EN INGENIERÍA MECÁNICO-ELÉCTRICA CON MENCIÓN EN AUTOMÁTICA Y OPTIMIZACIÓN|PRIVADO|LICENCIA OTORGADA|S|UDEP-PIURA|PIURA|PIURA|SL01|PIURA|PIURA|-5.1766923|-80.6346434|AUTORIZADO POR LIC.|POSGRADO|MAESTRÍA|0|NINGUNO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
51|UNIVERSIDAD NACIONAL DE HUANCAVELICA|6|HUANCAVELICA|DOCTORADO EN CIENCIAS AGROPECUARIAS|PÚBLICO|LICENCIA OTORGADA|F01|UNH-HUANCAVELICA|HUANCAVELICA|ACOBAMBA|F01L01|ACOBAMBA|ACOBAMBA|-12.84205944|-74.56307522|AUTORIZADO POR LIC.|POSGRADO|DOCTORADO|81|AGRICULTURA|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
68|UNIVERSIDAD CIENTÍFICA DEL SUR S.A.C.|6|LIMA|MAESTRÍA EN MEDICINA OCUPACIONAL Y DEL MEDIO AMBIENTE|PRIVADO|LICENCIA OTORGADA|S|UCS-LIMA|LIMA|LIMA|SL03|LIMA|MIRAFLORES|-12.1211435|-77.0256582|AUTORIZADO POR LIC.|POSGRADO|MAESTRÍA|2|SERVICIOS DE HIGIENE Y SALUD OCUPACIONAL|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
14|UNIVERSIDAD PERUANA CAYETANO HEREDIA|10|LIMA|PSICOLOGIA ORGANIZACIONAL|PRIVADO|LICENCIA OTORGADA|S|UPCH-LIMA|LIMA|LIMA|SL02|LIMA|LA MOLINA|-12.0695303|-76.9685595|AUTORIZADO POR LIC.|POSGRADO|SEGUNDA ESPECIALIDAD|31|CIENCIAS SOCIALES Y DEL COMPORTAMIENTO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
79|UNIVERSIDAD ESAN|6|LIMA|INGENIERÍA DE SISTEMAS|PRIVADO|LICENCIA OTORGADA|S|UE-LIMA|LIMA|LIMA|SL01|LIMA|SANTIAGO DE SURCO|-12.1048857|-76.9616022|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|61|INFORMÁTICA|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
68|UNIVERSIDAD CIENTÍFICA DEL SUR S.A.C.|6|LIMA|SEGUNDA ESPECIALIDAD EN IMPLANTOLOGÍA ORAL|PRIVADO|LICENCIA OTORGADA|S|UCS-LIMA|LIMA|LIMA|SL03|LIMA|MIRAFLORES|-12.1211435|-77.0256582|AUTORIZADO POR LIC.|POSGRADO|SEGUNDA ESPECIALIDAD|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
39|UNIVERSIDAD ANDINA DEL CUSCO|6|CUSCO|MEDIO AMBIENTE Y DESARROLLO SOSTENIBLE|PRIVADO|LICENCIA OTORGADA|S|UAC-CUSCO|CUSCO|CUSCO|SL02|CUSCO|CUSCO|-13.5197131|-71.977133|AUTORIZADO POR LIC.|POSGRADO|DOCTORADO|52|MEDIO AMBIENTE|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
5|UNIVERSIDAD NACIONAL DE SAN AGUSTÍN DE AREQUIPA|10|AREQUIPA|INGENIERÍA LOGÍSTICA Y COMERCIO INTERNACIONAL|PÚBLICO|LICENCIA OTORGADA|S|UNSA-AREQUIPA|AREQUIPA|AREQUIPA|SL01|AREQUIPA|AREQUIPA|-16.4027681|-71.5255001|AUTORIZADO POR LIC.|POSGRADO|SEGUNDA ESPECIALIDAD|41|ADMINISTRACIÓN Y COMERCIO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
4|UNIVERSIDAD NACIONAL DE TRUJILLO|8|LA LIBERTAD|INGENIERÍA QUÍMICA|PÚBLICO|LICENCIA OTORGADA|S|UNT-LA LIBERTAD|LA LIBERTAD|TRUJILLO|SL01|TRUJILLO|TRUJILLO|-8.1142716|-79.0383735|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|53|CIENCIAS FÍSICAS Y QUÍMICAS|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
55|UNIVERSIDAD PRIVADA DEL NORTE S.A.C.|6|LIMA|INGENIERÍA CIVIL|PRIVADO|LICENCIA OTORGADA|F02|UPN-LIMA|LIMA|LIMA|F02L04|LIMA|SAN JUAN DE LURIGANCHO|-11.9841504|-77.0024242|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|73|ARQUITECTURA Y CONSTRUCCIÓN|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
